index,job,marital,education,default,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,balance_bins,age_bins,y
6428,1,1,1,0,0,1,0,3,7,0,0,0,3,5,2,0
6429,4,2,2,0,1,0,0,14,4,2,0,0,3,5,0,0
6430,4,2,2,0,1,0,0,10,7,1,0,0,3,3,1,0
6431,1,1,1,0,1,0,0,10,4,2,350,1,1,1,0,0
6432,7,1,1,0,1,0,2,7,4,0,0,0,3,1,1,0
6433,9,1,1,0,1,0,2,13,4,1,0,0,3,4,3,0
6434,1,1,1,0,1,0,0,16,10,0,0,0,3,6,1,0
6435,0,2,1,0,1,0,2,8,4,0,0,0,3,5,1,0
6436,9,1,1,0,1,0,0,2,6,1,321,2,1,6,1,0
6437,1,1,1,0,1,0,0,19,3,2,0,0,3,3,1,0
6438,7,2,1,0,1,0,0,12,4,1,0,0,3,3,0,0
6439,0,2,1,0,1,0,2,27,4,1,0,0,3,4,1,0
6440,6,1,1,0,1,1,2,22,4,0,0,0,3,6,1,0
6441,1,1,1,0,0,0,0,27,7,2,0,0,3,3,2,0
6442,9,1,2,0,0,1,0,6,6,0,0,0,3,0,3,0
6443,6,1,1,0,0,0,0,30,6,1,0,0,3,5,2,0
6444,1,2,1,0,1,0,2,27,4,0,0,0,3,3,0,0
6445,1,1,3,0,1,1,2,2,6,0,0,0,3,0,1,0
6446,5,1,0,1,0,0,0,10,7,0,0,0,3,0,3,0
6447,4,1,2,0,0,0,0,27,7,21,0,0,3,2,2,0
6448,7,1,1,0,0,1,2,24,5,0,0,0,3,0,2,0
6449,9,1,1,0,1,0,0,18,7,3,0,0,3,7,1,0
6450,1,2,3,0,0,0,1,6,6,1,0,0,3,1,1,0
6451,5,1,1,0,0,0,1,2,1,1,0,0,3,5,4,0
6452,0,2,1,0,1,0,0,4,4,3,44,11,1,4,1,0
6453,10,1,3,0,1,0,1,0,8,12,285,11,0,5,1,0
6454,4,2,2,0,1,0,0,21,6,2,0,0,3,3,1,0
6455,9,1,1,0,1,0,2,1,5,1,0,0,3,7,2,0
6456,1,1,1,0,1,0,0,17,10,0,107,2,0,4,1,0
6457,0,2,1,0,1,1,0,16,3,1,342,2,2,3,1,0
6458,1,2,0,0,0,1,2,10,5,0,0,0,3,6,1,0
6459,7,1,3,0,1,0,1,29,6,1,0,0,3,4,2,0
6460,10,1,0,0,0,0,0,19,10,0,0,0,3,7,1,0
6461,5,1,1,0,0,0,0,2,1,0,0,0,3,0,3,0
6462,3,2,2,0,0,0,2,11,5,1,0,0,3,4,2,0
6463,5,2,2,0,0,0,0,12,7,2,0,0,3,5,3,1
6464,4,2,2,0,0,0,0,16,1,1,0,0,3,3,1,1
6465,1,1,3,0,1,0,2,4,4,0,0,0,3,6,2,0
6466,2,1,1,0,1,0,2,1,5,0,0,0,3,7,1,0
6467,1,1,0,0,1,0,0,14,6,3,0,0,3,2,2,0
6468,9,1,1,0,1,0,0,3,7,0,0,0,3,5,2,0
6469,4,2,2,0,1,1,0,21,6,0,0,0,3,1,0,0
6470,9,1,1,0,0,1,0,28,6,2,0,0,3,7,2,0
6471,2,1,2,0,0,0,0,2,1,2,0,0,3,7,2,0
6472,1,1,0,0,1,0,0,13,4,1,350,4,1,6,1,0
6473,3,1,2,0,0,0,0,25,4,0,185,1,0,0,1,0
6474,2,1,1,0,1,0,0,26,4,0,0,0,3,7,1,0
6475,0,1,1,0,0,1,1,10,6,1,0,0,3,4,1,0
6476,1,1,1,0,0,0,0,26,7,19,0,0,3,0,2,0
6477,10,2,0,0,0,0,0,8,1,4,0,0,3,3,2,0
6478,9,1,3,0,1,0,0,18,10,2,185,2,1,7,2,0
6479,4,2,2,1,1,0,2,6,4,0,0,0,3,1,1,0
6480,2,1,2,0,1,0,0,19,10,0,161,2,0,5,2,0
6481,5,2,2,0,0,0,0,25,0,0,93,3,2,6,3,1
6482,1,1,1,0,1,0,2,28,4,1,0,0,3,3,1,0
6483,7,1,1,0,1,0,0,1,7,1,0,0,3,3,2,0
6484,1,2,1,0,0,0,0,0,3,1,0,0,3,7,1,0
6485,9,2,1,0,1,0,0,26,7,11,0,0,3,7,1,0
6486,7,0,1,0,1,0,2,2,5,5,0,0,3,1,2,0
6487,9,1,1,0,1,0,2,18,5,1,0,0,3,4,0,0
6488,1,1,0,0,1,0,0,7,6,1,0,0,3,0,1,0
6489,9,2,1,0,1,0,0,6,4,0,0,0,3,2,1,0
6490,4,2,2,0,1,1,2,22,4,0,0,0,3,0,1,0
6491,5,1,1,0,0,0,1,14,8,0,271,1,0,3,5,0
6492,1,1,1,0,1,0,2,29,4,0,0,0,3,6,2,0
6493,0,2,2,0,1,0,0,14,5,0,0,0,3,4,0,0
6494,9,2,1,0,0,0,0,12,4,0,0,0,3,3,1,0
6495,1,1,1,0,1,1,0,13,4,0,367,2,0,0,2,0
6496,1,2,1,0,1,0,0,15,10,2,485,12,1,6,1,0
6497,4,1,2,0,1,1,0,26,4,1,306,1,0,5,1,0
6498,5,0,1,0,1,0,0,18,10,0,0,0,3,6,2,0
6499,9,2,1,0,0,0,0,6,6,0,0,0,3,2,1,0
6500,1,2,0,0,0,1,0,8,6,1,0,0,3,0,0,0
6501,3,1,0,0,1,0,0,20,10,0,0,0,3,3,2,0
6502,7,1,1,0,1,0,0,19,3,1,318,2,1,0,2,0
6503,6,1,1,0,1,1,0,28,0,1,241,3,0,6,2,0
6504,7,0,1,0,1,1,2,5,4,0,0,0,3,0,3,0
6505,4,0,2,0,0,0,0,15,6,1,88,1,0,4,1,0
6506,9,1,1,0,1,0,0,21,3,2,0,0,3,0,1,1
6507,4,1,1,0,0,0,0,20,10,1,0,0,3,2,2,1
6508,9,1,2,0,0,0,1,16,10,0,0,0,3,0,2,0
6509,6,1,0,0,1,0,1,5,4,0,360,2,0,2,1,0
6510,4,1,2,0,1,0,0,25,7,3,0,0,3,0,1,0
6511,1,1,0,0,1,0,0,30,6,8,0,0,3,1,1,1
6512,10,1,1,0,0,0,0,30,6,13,0,0,3,0,1,0
6513,1,1,1,0,1,0,0,15,3,0,0,0,3,6,1,0
6514,7,2,1,0,1,0,2,26,4,1,0,0,3,3,1,0
6515,4,1,2,0,1,0,0,16,10,0,0,0,3,7,2,0
6516,7,0,0,0,1,0,2,8,4,0,0,0,3,2,2,0
6517,1,0,0,0,1,0,2,26,4,6,0,0,3,1,2,0
6518,4,1,0,0,1,1,0,11,4,0,0,0,3,4,1,0
6519,4,1,2,0,1,0,1,20,10,0,0,0,3,6,1,0
6520,9,2,2,0,0,0,0,17,7,6,0,0,3,4,1,0
6521,4,1,2,0,1,0,0,19,10,3,0,0,3,3,2,0
6522,1,0,1,0,1,0,2,29,4,1,0,0,3,2,1,0
6523,7,1,1,1,1,0,2,12,4,0,0,0,3,0,0,0
6524,9,1,2,0,1,1,0,20,10,0,0,0,3,0,1,0
6525,2,1,2,0,1,1,2,13,4,1,0,0,3,4,2,0
6526,4,2,2,0,1,0,2,24,5,1,0,0,3,3,1,0
6527,4,2,2,0,0,1,0,21,6,0,0,0,3,1,0,0
6528,9,2,1,0,0,0,0,19,7,1,0,0,3,0,1,0
6529,7,2,1,0,0,1,0,28,0,0,0,0,3,4,1,0
6530,4,2,2,0,1,0,0,7,8,0,0,0,3,5,0,1
6531,5,1,2,0,0,0,0,18,7,1,0,0,3,2,3,0
6532,4,1,2,0,1,0,2,14,4,1,0,0,3,1,3,0
6533,9,1,1,0,0,0,0,21,7,12,0,0,3,3,0,0
6534,2,1,1,0,1,0,0,14,4,1,175,1,0,6,1,0
6535,3,1,2,0,1,0,2,29,4,0,0,0,3,7,1,0
6536,4,2,2,0,0,0,0,17,7,4,0,0,3,1,1,0
6537,4,0,2,0,1,0,2,29,4,8,0,0,3,6,1,0
6538,0,2,1,0,1,0,2,6,4,1,0,0,3,3,0,0
6539,7,1,1,0,0,0,2,6,4,0,0,0,3,1,1,0
6540,9,2,1,0,1,0,0,18,10,0,0,0,3,4,0,0
6541,4,1,2,0,0,0,0,4,1,2,0,0,3,6,2,1
6542,5,1,0,0,1,0,0,16,3,2,340,1,1,0,3,0
6543,11,2,3,0,0,0,0,18,10,0,0,0,3,7,0,0
6544,9,2,2,0,0,0,2,6,4,1,0,0,3,2,1,0
6545,1,2,1,0,1,0,2,25,4,4,0,0,3,7,0,0
6546,4,2,2,0,1,0,0,11,1,9,146,5,0,3,1,0
6547,4,2,2,0,1,0,0,20,7,0,0,0,3,0,1,0
6548,1,1,0,0,0,0,0,7,7,1,0,0,3,7,2,0
6549,1,2,1,0,0,0,0,20,10,0,0,0,3,7,0,0
6550,1,1,1,0,1,0,0,14,4,0,358,2,0,4,0,0
6551,4,1,2,0,0,1,0,18,10,2,0,0,3,1,2,0
6552,2,1,2,0,1,0,0,21,6,1,0,0,3,5,1,0
6553,9,2,2,0,1,0,0,15,6,0,0,0,3,2,1,0
6554,0,0,1,0,1,0,2,4,4,0,0,0,3,3,1,0
6555,9,2,2,0,0,0,0,13,11,1,0,0,3,5,0,0
6556,6,1,1,0,0,0,0,30,6,35,0,0,3,0,1,0
6557,7,2,1,0,1,1,2,18,4,6,0,0,3,4,1,0
6558,4,1,2,0,0,0,0,2,8,0,95,3,0,5,2,0
6559,1,1,1,0,1,1,0,13,4,0,0,0,3,4,0,0
6560,0,1,1,0,1,1,2,27,4,3,0,0,3,1,1,0
6561,4,1,2,0,0,0,0,24,7,5,0,0,3,5,1,0
6562,1,1,3,0,1,0,0,20,10,4,0,0,3,5,2,0
6563,9,0,1,0,0,0,0,10,7,0,0,0,3,7,2,0
6564,9,1,1,0,1,0,0,10,4,1,0,0,3,4,1,0
6565,4,1,3,0,1,0,0,22,9,1,180,3,2,6,4,1
6566,1,1,0,0,0,0,0,28,7,19,0,0,3,7,2,0
6567,4,1,2,0,0,0,2,15,5,1,0,0,3,4,1,0
6568,9,1,1,0,0,1,0,27,7,12,0,0,3,3,2,0
6569,10,1,1,0,1,0,0,5,4,1,339,2,0,3,0,0
6570,4,1,2,0,0,0,0,6,11,0,280,3,0,2,1,0
6571,4,1,3,0,0,0,0,18,10,1,0,0,3,0,2,0
6572,9,2,2,0,0,0,0,7,5,2,0,0,3,3,1,1
6573,8,2,1,0,0,0,0,12,3,4,178,2,2,2,0,1
6574,4,1,2,0,1,0,0,19,10,2,180,3,0,4,1,0
6575,1,2,1,0,0,0,0,28,0,1,193,1,0,0,0,0
6576,9,2,1,0,0,0,0,28,0,1,157,2,1,3,1,0
6577,9,1,1,0,0,0,0,26,4,0,38,2,1,5,1,1
6578,1,1,0,0,1,0,0,2,1,3,268,5,0,0,1,0
6579,7,1,1,0,1,1,0,14,4,1,343,5,0,0,2,0
6580,1,1,1,0,1,0,0,12,4,11,346,1,1,5,1,0
6581,4,1,2,0,1,0,2,5,5,4,0,0,3,0,2,0
6582,9,1,1,0,1,0,0,27,6,19,0,0,3,3,1,0
6583,2,1,0,0,1,0,0,4,4,3,0,0,3,5,1,0
6584,1,1,0,0,0,0,2,5,5,1,0,0,3,5,1,0
6585,1,1,0,0,0,0,1,8,6,0,0,0,3,0,1,0
6586,7,1,2,0,1,0,0,6,4,2,360,2,0,2,2,0
6587,1,1,0,0,1,0,2,14,4,1,0,0,3,6,1,0
6588,2,1,2,0,0,0,0,20,6,2,0,0,3,1,2,0
6589,10,2,1,0,0,0,0,3,1,0,0,0,3,7,1,0
6590,0,2,1,0,1,0,2,16,5,0,0,0,3,5,1,0
6591,11,1,2,0,0,0,1,29,9,2,0,0,3,7,3,0
6592,1,1,1,0,1,0,0,11,4,0,0,0,3,6,0,0
6593,7,2,1,0,1,0,0,19,10,2,0,0,3,7,1,0
6594,1,2,1,0,1,1,0,11,4,0,0,0,3,2,3,1
6595,10,1,1,0,0,0,0,7,9,0,180,1,2,3,2,0
6596,9,1,1,0,1,0,0,27,0,0,0,0,3,3,2,0
6597,1,2,1,0,1,0,2,4,5,1,0,0,3,3,1,1
6598,4,0,2,0,0,0,0,16,4,2,183,7,1,6,2,0
6599,6,2,2,0,0,0,0,28,0,0,0,0,3,7,1,0
6600,9,0,2,0,1,0,0,6,4,3,0,0,3,6,0,0
6601,4,1,2,0,1,0,0,16,6,4,0,0,3,1,1,0
6602,1,2,1,0,1,0,2,27,4,0,0,0,3,0,0,0
6603,9,1,3,0,1,0,0,18,10,2,171,1,0,7,2,0
6604,5,1,2,0,0,0,0,10,1,0,178,3,0,5,3,1
6605,4,1,2,0,0,0,0,5,1,1,0,0,3,5,1,0
6606,5,1,0,0,0,0,0,20,6,4,0,0,3,1,3,0
6607,1,0,1,0,0,0,0,16,10,0,168,2,1,0,1,0
6608,9,1,1,0,1,0,1,17,10,3,0,0,3,5,1,0
6609,9,2,1,0,0,0,0,4,1,5,0,0,3,1,0,0
6610,4,1,2,0,0,1,0,17,10,0,0,0,3,4,2,0
6611,0,2,2,0,1,0,0,14,4,0,349,5,0,6,1,0
6612,0,1,1,0,1,0,0,12,4,1,0,0,3,3,0,0
6613,7,1,1,0,0,0,2,17,5,0,0,0,3,6,1,0
6614,6,1,2,0,1,0,0,19,7,4,0,0,3,0,2,0
6615,4,0,2,0,1,1,0,17,4,0,0,0,3,5,1,0
6616,9,2,2,0,1,0,0,28,0,1,0,0,3,6,0,0
6617,1,1,0,0,0,0,0,18,10,0,0,0,3,7,2,0
6618,9,1,1,0,0,0,0,27,7,8,0,0,3,3,1,0
6619,4,0,2,0,0,0,0,11,7,1,0,0,3,3,0,0
6620,1,1,0,0,1,0,0,2,3,1,0,0,3,2,3,0
6621,6,1,1,0,0,0,0,27,7,0,0,0,3,3,2,0
6622,1,2,1,0,1,0,2,15,4,2,0,0,3,2,1,0
6623,9,1,1,0,1,0,0,16,10,1,168,4,0,7,1,1
6624,4,2,1,0,1,1,2,18,4,1,0,0,3,4,0,0
6625,4,1,2,0,1,0,0,25,1,0,0,0,3,6,2,1
6626,4,1,2,0,0,0,0,16,6,4,0,0,3,0,1,0
6627,4,1,3,0,0,0,0,27,11,0,0,0,3,6,2,1
6628,1,1,1,0,1,0,0,6,6,10,0,0,3,0,1,0
6629,5,1,1,0,0,1,0,7,6,3,0,0,3,1,2,0
6630,0,1,1,0,1,1,0,16,3,1,0,0,3,0,1,1
6631,7,0,1,0,1,0,2,19,4,0,0,0,3,5,1,0
6632,1,0,0,0,1,0,2,22,4,0,0,0,3,0,2,1
6633,8,2,1,0,0,0,2,23,5,0,0,0,3,4,0,0
6634,4,1,2,0,1,0,2,18,4,0,0,0,3,2,2,0
6635,4,1,2,0,0,0,2,13,4,1,0,0,3,2,2,0
6636,6,1,1,0,1,0,2,4,5,0,0,0,3,2,2,0
6637,0,1,1,0,1,1,1,24,6,8,0,0,3,1,3,0
6638,9,2,1,0,1,0,2,1,5,7,0,0,3,1,0,0
6639,4,2,2,1,0,0,0,28,0,0,0,0,3,1,1,0
6640,7,1,1,0,1,0,2,12,4,0,0,0,3,2,2,0
6641,1,1,0,0,0,0,2,4,5,1,0,0,3,4,1,0
6642,4,1,2,0,0,0,0,17,4,1,353,2,0,2,1,0
6643,0,0,1,0,1,0,0,3,4,3,164,3,0,4,1,0
6644,1,1,1,0,1,0,1,17,10,0,0,0,3,6,2,0
6645,4,0,2,0,1,0,2,3,5,2,0,0,3,7,1,0
6646,6,1,3,0,1,0,2,28,4,1,0,0,3,1,1,0
6647,1,1,0,0,1,0,0,30,6,14,0,0,3,6,1,0
6648,1,2,1,0,1,1,0,30,6,5,0,0,3,0,0,0
6649,10,1,2,0,0,0,0,18,7,2,0,0,3,2,1,0
6650,6,1,1,0,0,0,0,11,7,1,0,0,3,5,2,0
6651,3,1,0,0,0,0,1,16,10,1,0,0,3,5,2,0
6652,4,1,2,0,0,0,0,18,10,1,0,0,3,4,2,0
6653,6,2,2,0,0,0,0,11,10,4,167,2,0,5,0,0
6654,3,1,1,0,0,0,0,19,7,0,0,0,3,7,2,1
6655,9,1,2,0,0,0,0,4,7,1,0,0,3,7,2,1
6656,4,1,2,0,1,0,0,10,7,0,0,0,3,6,1,0
6657,5,1,1,0,0,0,0,17,4,0,86,5,0,6,3,1
6658,9,1,2,0,0,0,0,25,7,1,0,0,3,2,1,0
6659,4,2,2,0,0,0,0,21,6,3,0,0,3,2,1,0
6660,1,1,1,0,0,1,0,15,6,1,0,0,3,0,2,0
6661,0,0,1,0,1,0,0,6,4,2,0,0,3,0,1,0
6662,6,1,2,0,0,0,0,19,10,2,0,0,3,6,2,0
6663,4,1,1,0,1,0,2,22,4,2,0,0,3,3,1,0
6664,9,2,3,0,1,0,0,4,4,0,0,0,3,4,1,0
6665,9,1,1,0,1,0,2,14,4,3,0,0,3,7,2,0
6666,11,2,1,0,0,1,2,26,4,2,0,0,3,0,1,0
6667,9,2,1,0,0,0,0,23,3,1,0,0,3,2,1,0
6668,0,2,1,0,0,0,2,19,5,1,0,0,3,6,2,0
6669,7,1,0,0,1,0,0,28,6,11,0,0,3,6,3,0
6670,7,1,1,0,0,0,0,10,7,1,0,0,3,4,2,0
6671,0,2,1,0,1,1,2,11,4,2,0,0,3,2,1,0
6672,1,1,1,0,1,0,2,27,4,2,0,0,3,3,1,0
6673,1,1,3,0,1,0,0,17,4,1,0,0,3,0,1,0
6674,9,1,1,0,1,0,0,3,4,1,0,0,3,7,1,1
6675,4,1,0,0,0,0,0,6,6,1,0,0,3,7,3,0
6676,7,2,1,0,1,1,0,24,6,4,0,0,3,2,0,0
6677,9,2,1,0,1,0,0,10,6,1,0,0,3,5,2,0
6678,0,0,1,0,1,0,2,6,4,3,0,0,3,2,2,0
6679,0,1,1,0,0,0,2,4,5,1,0,0,3,1,1,0
6680,1,1,1,0,1,0,0,16,3,1,0,0,3,1,1,0
6681,5,1,0,0,0,0,1,2,1,0,0,0,3,6,3,0
6682,9,2,1,0,0,0,0,24,7,1,0,0,3,1,1,0
6683,4,1,2,0,0,0,0,16,10,0,88,2,0,4,2,1
6684,1,1,0,0,1,0,1,13,4,2,0,0,3,3,2,0
6685,1,1,1,0,1,0,2,19,4,5,0,0,3,0,1,0
6686,1,1,1,0,1,0,0,12,4,0,339,2,0,6,1,0
6687,4,2,2,0,1,0,0,11,7,1,0,0,3,6,1,0
6688,9,1,2,0,1,0,0,27,7,0,113,4,2,4,1,1
6689,4,2,1,0,1,0,2,1,5,0,0,0,3,3,1,0
6690,9,1,1,0,0,0,0,28,0,0,168,5,0,4,3,0
6691,0,0,1,0,1,0,0,4,4,0,0,0,3,0,1,0
6692,9,0,2,0,1,0,0,24,6,4,0,0,3,3,0,0
6693,9,1,2,0,0,0,0,13,7,1,0,0,3,0,2,0
6694,9,0,1,0,0,0,0,13,7,3,0,0,3,0,1,0
6695,10,1,1,0,1,1,0,16,10,1,0,0,3,5,1,0
6696,4,1,2,0,0,0,0,24,7,5,0,0,3,5,2,1
6697,9,1,1,0,0,0,2,22,4,0,0,0,3,5,1,0
6698,4,2,2,0,1,1,2,2,5,2,0,0,3,6,1,0
6699,9,2,2,0,1,0,0,27,11,0,119,3,0,7,1,0
6700,1,1,0,0,1,0,2,29,4,0,0,0,3,5,1,0
6701,4,2,2,0,1,0,0,6,6,0,58,3,2,1,1,0
6702,1,1,1,0,1,1,0,16,10,0,0,0,3,4,1,1
6703,1,1,1,0,1,0,2,11,4,1,0,0,3,3,0,0
6704,4,1,2,0,0,0,0,28,7,1,0,0,3,0,1,0
6705,1,1,1,0,1,1,2,25,4,0,0,0,3,3,1,0
6706,9,1,2,0,0,0,0,12,7,2,0,0,3,5,2,1
6707,0,2,1,0,0,0,0,29,3,1,0,0,3,6,2,1
6708,5,0,0,0,0,0,0,29,6,1,0,0,3,5,2,0
6709,9,2,2,0,0,0,0,28,0,1,0,0,3,6,0,0
6710,9,2,2,0,1,0,0,4,5,1,0,0,3,0,0,1
6711,9,2,1,0,0,0,0,27,0,0,0,0,3,1,0,0
6712,4,2,2,0,1,0,0,28,6,2,0,0,3,5,0,0
6713,1,1,1,0,1,0,0,22,6,0,0,0,3,7,2,0
6714,4,2,2,0,1,0,0,18,10,2,170,6,0,5,1,0
6715,0,1,1,0,1,0,2,4,4,0,0,0,3,3,3,0
6716,4,0,2,0,1,0,2,26,4,1,0,0,3,2,2,0
6717,1,2,1,0,0,0,0,14,4,1,0,0,3,7,0,0
6718,9,2,1,0,1,0,2,5,4,0,0,0,3,3,0,0
6719,6,1,2,0,1,0,0,5,4,1,361,1,0,6,2,0
6720,5,1,1,0,0,0,0,5,7,0,181,1,0,5,3,0
6721,1,1,0,0,1,1,0,28,6,1,0,0,3,2,2,0
6722,4,1,2,0,1,0,0,4,1,3,0,0,3,2,1,0
6723,9,1,2,0,1,0,2,15,5,1,0,0,3,3,2,0
6724,1,1,0,0,1,0,2,14,4,3,0,0,3,4,2,0
6725,1,1,0,0,1,0,2,13,4,1,0,0,3,3,1,0
6726,0,1,1,0,1,0,1,5,10,0,0,0,3,7,1,0
6727,1,1,1,0,1,0,0,7,4,2,0,0,3,5,2,0
6728,7,0,1,0,1,1,1,5,1,4,0,0,3,3,2,0
6729,8,2,2,0,0,0,0,5,7,4,3,6,1,0,1,0
6730,0,1,1,0,1,0,2,13,4,0,0,0,3,6,1,0
6731,9,1,0,0,1,0,0,19,3,0,0,0,3,6,1,0
6732,7,1,1,0,1,0,2,26,4,0,0,0,3,5,1,0
6733,1,1,0,0,1,0,2,2,5,3,0,0,3,6,1,0
6734,0,1,1,0,1,0,0,20,6,2,0,0,3,7,1,0
6735,0,1,1,0,1,0,2,22,4,1,0,0,3,5,1,0
6736,1,2,1,0,0,1,0,6,6,0,0,0,3,2,0,0
6737,4,1,2,0,1,0,0,10,6,1,0,0,3,1,0,0
6738,4,1,2,0,0,0,0,16,6,1,0,0,3,5,0,0
6739,4,2,2,0,1,0,0,24,9,0,91,2,2,5,0,1
6740,2,0,0,0,0,0,0,28,0,1,224,1,0,1,2,0
6741,4,1,2,0,0,0,0,7,7,1,0,0,3,5,1,0
6742,8,2,1,0,0,0,0,6,11,1,0,0,3,6,0,1
6743,7,2,1,0,0,0,0,28,6,4,0,0,3,2,1,0
6744,4,1,2,0,0,0,0,3,11,2,182,5,2,7,2,1
6745,9,2,1,0,1,0,2,8,4,0,0,0,3,3,1,0
6746,4,1,2,0,1,1,0,5,4,0,348,1,1,0,1,0
6747,0,1,1,0,1,0,2,29,4,2,0,0,3,5,2,0
6748,4,1,2,0,1,0,0,15,6,0,0,0,3,7,3,0
6749,4,1,1,0,1,1,2,20,4,0,0,0,3,0,0,0
6750,4,1,2,0,0,0,0,28,7,1,0,0,3,0,1,0
6751,4,2,2,0,1,0,0,19,3,1,147,3,1,1,1,0
6752,9,1,1,0,1,0,2,29,4,1,0,0,3,4,1,0
6753,4,2,2,0,0,0,0,5,7,0,0,0,3,2,0,0
6754,4,2,2,0,1,1,0,7,6,1,0,0,3,0,1,0
6755,1,2,1,0,1,0,0,6,3,0,319,1,0,4,1,0
6756,7,2,1,1,0,0,0,21,6,1,0,0,3,0,0,0
6757,2,2,1,0,0,0,0,6,7,1,0,0,3,1,1,0
6758,1,1,0,1,1,0,0,13,4,5,0,0,3,0,2,0
6759,1,2,1,0,1,0,2,1,5,1,0,0,3,1,0,0
6760,9,1,0,0,0,0,2,3,6,0,0,0,3,0,1,1
6761,0,1,1,0,0,0,0,20,6,1,0,0,3,5,2,0
6762,1,1,1,0,1,0,0,3,1,0,268,1,0,5,1,0
6763,1,1,0,0,0,0,0,11,7,1,0,0,3,2,2,1
6764,1,1,1,0,1,0,0,3,1,0,0,0,3,6,2,0
6765,7,1,1,0,0,0,0,21,7,4,0,0,3,4,0,0
6766,5,1,0,0,0,0,2,4,5,0,0,0,3,0,2,0
6767,1,0,0,0,0,0,0,7,6,0,0,0,3,1,2,0
6768,9,2,1,0,1,0,0,12,4,6,172,4,1,0,1,0
6769,7,1,1,0,1,0,0,6,3,1,227,3,0,4,2,0
6770,4,1,2,0,0,0,0,20,10,2,0,0,3,1,1,1
6771,1,1,0,0,1,0,1,22,6,4,0,0,3,2,1,0
6772,0,1,1,0,0,0,0,8,3,1,0,0,3,0,1,0
6773,1,2,0,0,1,1,2,25,4,0,0,0,3,0,1,0
6774,0,1,1,0,0,0,0,30,6,2,0,0,3,0,2,0
6775,0,1,1,0,1,1,2,7,4,1,0,0,3,3,1,0
6776,2,0,1,0,1,0,0,6,4,0,0,0,3,0,1,0
6777,10,0,0,0,0,0,0,14,6,3,0,0,3,2,2,0
6778,9,1,1,0,0,0,0,29,6,3,0,0,3,3,1,0
6779,7,1,1,0,1,0,0,5,4,0,0,0,3,2,0,0
6780,1,2,1,0,0,1,0,21,6,0,0,0,3,0,0,0
6781,4,2,2,0,0,0,1,29,0,1,2,1,1,6,0,0
6782,1,1,1,0,1,0,0,16,3,0,0,0,3,6,1,0
6783,7,2,1,0,0,0,1,30,6,3,0,0,3,3,2,0
6784,1,2,0,0,1,0,2,12,4,0,0,0,3,6,0,0
6785,3,1,0,0,0,0,0,7,3,0,0,0,3,2,4,0
6786,7,1,1,0,0,0,0,17,7,8,0,0,3,7,2,0
6787,1,2,1,0,1,1,0,26,4,1,0,0,3,7,1,0
6788,9,0,2,0,0,0,0,17,7,1,0,0,3,7,1,0
6789,1,1,1,0,1,0,0,10,4,2,0,0,3,3,1,0
6790,4,2,2,0,0,0,0,20,7,4,0,0,3,1,0,0
6791,10,1,0,0,1,0,2,8,4,7,0,0,3,3,2,0
6792,1,1,0,0,1,0,2,18,4,2,0,0,3,0,1,0
6793,9,0,1,0,1,0,2,25,4,0,0,0,3,0,1,0
6794,1,1,1,0,1,1,0,20,6,0,0,0,3,0,0,0
6795,0,0,1,0,0,0,0,10,2,6,0,0,3,5,1,1
6796,8,2,0,0,0,0,0,25,7,0,90,2,0,6,0,0
6797,7,1,1,0,1,0,0,21,4,0,10,6,0,6,1,1
6798,7,1,1,0,0,0,2,17,5,2,0,0,3,3,1,0
6799,4,1,2,0,0,0,0,6,4,0,292,1,0,1,1,0
6800,9,0,1,0,1,1,2,27,4,1,0,0,3,0,1,0
6801,9,2,1,0,0,0,0,6,7,1,0,0,3,3,1,0
6802,9,2,1,0,0,0,0,16,3,4,0,0,3,4,0,1
6803,4,1,2,0,0,0,0,27,7,1,0,0,3,1,1,0
6804,9,1,1,0,0,0,0,1,10,0,0,0,3,1,2,0
6805,3,1,1,0,0,0,0,7,5,1,86,2,2,3,2,0
6806,9,2,1,0,1,0,2,14,4,0,0,0,3,2,0,0
6807,9,1,1,0,1,0,2,25,4,0,0,0,3,4,0,0
6808,3,1,3,0,0,0,0,29,6,2,0,0,3,7,3,0
6809,5,1,0,0,0,0,0,15,1,4,0,0,3,7,4,1
6810,4,2,2,0,1,1,2,27,4,0,0,0,3,6,0,0
6811,2,1,2,0,1,0,0,5,4,1,352,1,0,3,1,0
6812,1,1,0,0,0,0,0,27,0,0,0,0,3,1,2,0
6813,0,1,1,0,0,0,0,28,0,0,0,0,3,0,1,0
6814,9,1,1,0,0,1,2,0,6,0,0,0,3,1,3,0
6815,9,1,1,1,1,0,2,1,5,0,0,0,3,1,1,0
6816,2,0,3,0,0,0,2,16,5,1,0,0,3,0,3,0
6817,9,1,1,0,1,1,2,16,10,1,147,1,0,4,2,0
6818,1,1,0,0,1,0,2,14,4,8,0,0,3,2,2,0
6819,9,0,1,1,0,1,2,8,4,0,0,0,3,0,1,0
6820,6,1,1,0,0,1,1,15,1,20,0,0,3,2,1,0
6821,4,2,2,0,1,0,2,29,4,0,0,0,3,4,1,0
6822,4,2,2,0,0,0,0,7,6,3,0,0,3,2,1,0
6823,4,1,1,0,0,0,1,28,6,2,0,0,3,6,3,0
6824,6,2,2,0,0,0,0,6,7,0,0,0,3,0,1,0
6825,4,1,2,0,0,0,0,20,10,1,0,0,3,7,1,0
