index,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
3535,18,0,2,2,0,1896,0,0,0,29,6,2,176,4,0,0
3536,44,5,1,2,0,916,0,0,0,16,11,1,0,0,3,0
3537,36,6,1,2,0,1284,0,0,0,17,10,1,107,4,0,0
3538,43,4,1,2,0,1393,1,0,0,28,9,0,479,1,1,1
3539,18,4,1,2,0,3192,1,0,0,7,6,1,0,0,3,0
3540,24,10,1,1,0,1166,1,0,0,28,6,2,0,0,3,0
3541,15,7,1,1,0,1164,1,0,2,3,5,1,0,0,3,0
3542,11,9,2,2,0,2579,0,0,0,2,1,0,0,0,3,1
3543,19,1,1,0,1,774,0,0,2,10,5,2,0,0,3,0
3544,31,4,2,2,0,1504,0,0,0,27,7,8,0,0,3,0
3545,14,1,1,0,0,1642,1,0,0,19,10,1,0,0,3,0
3546,18,1,1,0,0,1027,1,0,2,22,4,2,0,0,3,0
3547,37,5,0,0,0,1841,0,0,2,16,5,0,0,0,3,0
3548,12,7,1,1,0,1053,0,0,0,3,6,0,0,0,3,0
3549,42,7,1,2,0,5772,0,0,0,6,7,1,0,0,3,0
3550,33,1,0,1,1,972,1,1,0,19,10,1,0,0,3,0
3551,13,7,1,1,0,2691,1,1,0,5,4,0,0,0,3,0
3552,32,1,1,1,0,3201,1,0,0,6,3,0,0,0,3,0
3553,40,1,1,1,0,916,0,1,0,13,3,4,0,0,3,0
3554,49,5,1,1,0,2062,0,0,0,12,7,1,0,0,3,0
3555,41,5,1,0,0,4129,1,0,0,4,7,2,0,0,3,1
3556,17,9,1,1,0,1010,1,1,2,13,4,4,0,0,3,0
3557,31,1,1,1,0,1311,0,1,0,29,6,2,0,0,3,0
3558,23,9,1,1,0,1818,0,0,2,15,5,5,0,0,3,0
3559,14,4,2,2,0,919,1,0,2,7,4,0,0,0,3,0
3560,22,4,1,2,0,899,1,1,0,10,4,0,253,1,2,1
3561,13,9,2,1,0,952,0,0,0,19,7,2,0,0,3,0
3562,18,0,2,1,0,1602,1,0,0,28,6,1,0,0,3,0
3563,14,9,1,1,0,2854,1,0,0,7,3,1,258,2,0,0
3564,17,4,1,2,0,1613,0,0,0,4,5,1,301,1,0,0
3565,25,4,1,2,0,2705,0,0,1,28,6,2,0,0,3,0
3566,28,1,1,0,0,1001,1,0,0,16,3,0,341,1,0,0
3567,23,4,2,2,0,2132,1,0,2,20,4,2,0,0,3,0
3568,14,0,1,2,0,1935,1,0,0,19,10,1,0,0,3,0
3569,18,1,1,1,0,5808,1,0,0,19,3,2,0,0,3,0
3570,21,1,1,1,0,1014,0,0,0,30,6,0,0,0,3,0
3571,26,4,1,2,1,905,0,0,0,25,7,4,0,0,3,0
3572,12,4,2,2,0,1056,0,0,0,27,0,0,0,0,3,0
3573,17,0,1,1,0,5274,0,0,2,15,5,7,0,0,3,0
3574,29,10,1,1,0,2925,0,0,2,8,5,0,0,0,3,0
3575,9,0,2,1,0,1026,1,0,2,27,4,0,0,0,3,0
3576,15,1,1,1,0,1311,1,0,2,1,5,0,0,0,3,0
3577,43,1,1,1,0,1597,1,0,1,18,7,5,468,2,0,0
3578,27,4,0,2,0,1755,1,0,0,19,7,3,0,0,3,0
3579,14,4,1,2,0,1853,0,0,2,16,10,0,0,0,3,0
3580,35,0,2,0,0,916,1,0,0,16,6,5,0,0,3,0
3581,40,4,1,2,0,916,0,0,0,30,6,3,0,0,3,0
3582,31,0,1,1,0,1242,1,0,2,6,4,1,0,0,3,0
3583,9,0,2,1,0,1021,1,0,0,17,4,0,0,0,3,0
3584,10,1,2,1,0,916,1,0,0,7,4,2,0,0,3,0
3585,15,0,1,1,0,805,1,1,2,19,5,2,0,0,3,0
3586,17,10,1,0,0,6268,1,0,0,19,10,0,0,0,3,0
3587,16,4,1,2,0,2515,1,0,0,17,6,1,0,0,3,0
3588,17,4,2,2,0,3189,0,0,0,17,7,6,0,0,3,0
3589,28,1,1,3,0,1125,0,0,0,10,7,1,0,0,3,0
3590,18,0,1,1,0,2514,1,0,2,22,4,2,0,0,3,0
3591,7,9,2,1,0,1241,0,0,0,21,9,2,0,0,3,1
3592,25,10,0,1,0,2758,0,0,0,29,3,0,0,0,3,1
3593,20,4,1,2,0,1036,0,0,0,12,7,3,0,0,3,0
3594,16,9,2,2,0,998,0,0,0,18,7,3,0,0,3,0
3595,12,4,2,2,0,916,1,1,2,26,4,2,0,0,3,0
3596,13,6,2,3,0,5937,1,0,0,18,10,0,165,2,1,0
3597,49,9,1,1,0,916,0,0,0,12,7,1,185,1,2,0
3598,43,5,1,1,0,916,0,0,0,1,1,0,0,0,3,0
3599,18,4,2,2,0,2434,0,0,0,21,7,1,0,0,3,0
3600,19,9,1,2,0,1043,1,0,0,24,7,0,190,1,2,1
3601,26,4,1,1,0,3716,0,0,0,4,3,0,177,4,1,0
3602,22,9,1,2,0,6677,1,0,0,12,3,1,239,9,0,1
3603,35,3,1,0,0,631,1,0,0,8,6,0,0,0,3,0
3604,10,1,2,1,0,1391,0,0,1,9,6,1,0,0,3,0
3605,15,1,1,1,0,916,0,1,0,17,6,2,0,0,3,0
3606,19,4,2,2,0,6328,0,0,2,11,5,2,0,0,3,1
3607,34,4,1,1,0,1512,1,0,0,28,0,0,185,1,1,0
3608,21,1,2,0,0,559,1,0,2,2,5,1,0,0,3,0
3609,40,4,1,1,0,1027,0,0,1,23,2,1,0,0,3,0
3610,14,9,2,1,0,5814,0,0,0,20,10,0,0,0,3,0
3611,18,0,2,1,0,2330,1,0,0,15,3,0,0,0,3,0
3612,19,1,1,1,0,972,1,0,0,19,3,1,282,1,0,0
3613,24,9,1,1,0,1654,0,0,2,19,5,2,0,0,3,0
3614,49,5,1,1,0,2062,0,0,0,12,10,0,89,2,0,1
3615,21,0,0,1,0,1200,1,1,0,15,3,0,0,0,3,0
3616,41,9,1,1,0,917,0,0,0,13,9,0,179,5,2,1
3617,20,7,0,1,0,965,1,0,0,17,4,0,364,2,2,0
3618,40,5,2,1,0,1198,0,1,0,6,6,0,0,0,3,0
3619,38,1,1,1,0,1792,1,0,1,17,4,1,0,0,3,0
3620,23,1,1,1,0,2250,1,0,0,19,3,4,0,0,3,0
3621,26,4,1,1,0,1492,1,0,2,7,4,2,0,0,3,0
3622,24,6,1,2,0,5116,0,0,0,16,10,0,0,0,3,0
3623,34,4,2,2,0,1657,0,0,0,6,7,1,0,0,3,0
3624,10,9,2,1,0,1306,0,1,0,22,6,1,0,0,3,0
3625,4,0,1,1,0,1883,1,0,2,3,5,0,0,0,3,0
3626,19,9,1,1,0,1177,0,0,0,28,7,3,0,0,3,0
3627,10,4,2,2,0,3137,1,1,0,17,6,1,0,0,3,0
3628,41,1,1,0,0,3648,0,0,2,19,5,2,0,0,3,0
3629,34,7,0,1,0,3971,0,0,0,18,10,0,0,0,3,0
3630,9,8,2,2,0,1440,0,0,0,5,1,1,0,0,3,0
3631,22,1,1,1,0,2367,0,0,0,29,8,0,118,1,2,1
3632,16,0,1,1,0,966,1,0,2,19,4,1,0,0,3,0
3633,26,6,1,3,0,1079,1,0,0,3,4,2,0,0,3,1
3634,24,9,2,2,0,1587,1,0,2,15,5,19,0,0,3,0
3635,28,1,0,0,0,1190,1,0,2,12,4,0,0,0,3,0
3636,16,0,1,1,0,2074,1,0,0,17,4,6,0,0,3,0
3637,26,9,1,2,0,2723,1,1,0,11,7,0,101,1,0,0
3638,19,9,2,1,0,5816,1,0,2,22,4,0,0,0,3,0
3639,36,9,1,2,0,4903,1,0,2,14,4,0,0,0,3,0
3640,14,0,1,1,0,1668,1,0,0,20,10,3,188,1,0,0
3641,15,0,2,1,0,1268,1,0,2,4,4,1,0,0,3,0
3642,15,7,0,1,0,1907,1,0,2,26,4,0,0,0,3,0
3643,23,1,1,0,0,1765,1,0,2,14,4,0,0,0,3,0
3644,25,4,0,2,0,952,0,0,0,25,4,0,99,2,0,0
3645,20,1,1,1,0,1777,1,0,0,10,4,1,0,0,3,0
3646,22,4,2,2,0,2163,1,0,0,8,6,0,0,0,3,0
3647,14,9,2,1,0,951,0,0,0,27,7,5,0,0,3,0
3648,41,5,1,2,0,3085,1,0,1,30,6,8,0,0,3,0
3649,14,9,1,1,0,559,1,0,0,5,4,1,341,2,0,0
3650,31,4,1,2,0,3643,1,0,0,26,7,8,0,0,3,0
3651,9,4,2,2,0,3677,0,0,0,4,1,0,0,0,3,0
3652,24,7,1,1,0,1382,1,0,0,14,4,2,0,0,3,0
3653,15,7,1,1,0,923,1,0,2,19,4,0,0,0,3,0
3654,36,9,1,1,0,1992,0,0,0,27,0,0,0,0,3,0
3655,31,6,0,2,0,4043,0,0,0,7,2,2,505,6,1,0
3656,40,4,1,2,0,1507,1,0,0,29,6,2,0,0,3,0
3657,12,9,2,2,0,3206,0,0,0,4,3,2,238,4,1,0
3658,9,1,2,1,0,628,1,1,0,4,4,4,0,0,3,0
3659,25,1,0,1,0,1506,1,1,0,19,3,1,0,0,3,0
3660,18,0,2,2,0,4430,0,0,2,8,5,1,0,0,3,0
3661,35,5,0,1,0,449,0,0,0,16,6,1,0,0,3,0
3662,24,7,1,0,0,1164,1,0,0,13,4,1,0,0,3,0
3663,17,9,1,2,0,2270,0,0,0,1,5,1,0,0,3,1
3664,16,1,1,0,0,2367,1,0,0,8,3,2,0,0,3,0
3665,31,5,1,0,0,3513,1,0,2,12,4,0,0,0,3,0
3666,41,4,1,2,0,2487,0,0,2,10,5,0,0,0,3,0
3667,12,9,2,0,0,3574,1,0,0,13,3,0,0,0,3,0
3668,11,1,1,1,0,5542,1,0,2,7,4,0,0,0,3,0
3669,22,4,1,1,0,4792,0,0,0,11,7,2,0,0,3,1
3670,11,1,2,1,0,4895,1,0,2,15,4,1,0,0,3,0
3671,18,9,1,1,0,4925,0,0,0,18,10,1,0,0,3,0
3672,42,5,1,0,0,916,0,0,0,17,7,2,0,0,3,0
3673,15,1,1,0,0,1050,1,0,2,8,4,1,0,0,3,0
3674,41,11,1,3,0,4510,0,0,2,4,5,1,0,0,3,0
3675,28,4,1,2,0,2404,1,0,2,19,5,4,0,0,3,0
3676,24,1,1,0,1,1314,1,0,2,15,4,3,0,0,3,0
3677,45,0,1,1,0,916,1,0,0,30,7,4,0,0,3,1
3678,41,4,1,2,1,1698,0,1,0,12,7,1,0,0,3,0
3679,14,6,2,1,0,328,1,0,0,10,4,0,0,0,3,0
3680,40,9,0,1,0,1385,0,0,2,5,4,0,0,0,3,0
3681,33,4,0,2,0,1035,0,0,2,4,5,1,0,0,3,0
3682,30,1,1,0,0,1024,1,0,1,14,4,4,364,7,1,0
3683,7,1,1,0,0,916,0,0,0,6,6,0,0,0,3,0
3684,15,3,1,1,0,916,1,1,0,22,6,12,0,0,3,0
3685,34,4,1,2,0,3301,1,0,0,27,6,2,0,0,3,0
3686,43,5,1,0,0,916,1,1,1,17,7,12,0,0,3,0
3687,29,1,1,0,0,1346,0,0,2,7,4,7,0,0,3,0
3688,34,9,1,1,0,1861,0,0,2,19,5,7,0,0,3,0
3689,17,9,2,2,0,2020,1,1,2,1,5,0,0,0,3,0
3690,6,8,2,1,0,6205,0,0,0,14,8,0,0,0,3,1
3691,48,5,1,1,0,1911,0,0,0,26,1,1,0,0,3,1
3692,14,4,1,2,0,1829,1,0,0,18,10,2,0,0,3,0
3693,40,4,1,2,0,6865,0,0,0,4,7,1,0,0,3,0
3694,23,9,0,1,0,916,0,0,0,6,6,3,0,0,3,0
3695,11,0,1,1,0,918,1,0,0,5,4,0,359,1,0,0
3696,28,1,1,0,1,1491,0,0,0,5,7,2,0,0,3,0
3697,20,2,2,1,0,3405,0,0,0,10,10,2,90,5,2,1
3698,17,0,2,1,0,973,0,1,0,7,6,1,0,0,3,0
3699,16,1,2,1,0,4398,1,0,2,20,4,0,0,0,3,0
3700,16,0,1,0,0,1328,1,0,0,29,6,1,0,0,3,0
3701,8,10,1,2,0,1370,1,1,2,22,4,17,0,0,3,0
3702,13,4,1,2,0,3751,1,0,0,3,1,0,0,0,3,0
3703,29,0,1,3,0,982,0,0,0,6,7,0,0,0,3,1
3704,27,6,1,2,0,431,1,1,0,19,10,0,0,0,3,0
3705,6,7,2,1,1,794,1,0,2,12,4,0,0,0,3,1
3706,28,4,1,3,0,1718,1,0,0,29,0,0,186,1,0,0
3707,28,10,2,2,0,1621,0,0,0,3,1,0,0,0,3,0
3708,30,3,1,0,0,885,1,0,0,15,6,1,0,0,3,0
3709,16,9,2,2,0,1060,1,1,0,20,6,2,86,16,0,0
3710,20,1,1,0,0,916,1,0,2,7,4,1,0,0,3,0
3711,25,2,1,0,0,2234,1,1,1,10,4,7,0,0,3,0
3712,21,1,1,1,0,3128,0,0,2,16,5,1,0,0,3,0
3713,14,1,1,0,0,544,1,0,2,25,4,0,0,0,3,0
3714,26,4,1,2,0,717,1,0,1,21,6,11,0,0,3,0
3715,41,9,1,1,0,1841,1,0,1,9,6,0,0,0,3,0
3716,33,0,0,1,0,1383,1,0,2,18,4,0,0,0,3,0
3717,15,9,2,2,0,2549,1,0,0,26,1,0,0,0,3,1
3718,19,1,1,0,0,1203,1,0,1,19,3,2,322,3,0,0
3719,37,7,2,1,0,876,1,0,2,11,4,1,0,0,3,0
3720,29,7,1,1,0,4589,1,1,2,25,4,0,0,0,3,0
3721,62,5,1,1,0,3234,0,0,1,3,7,1,178,3,2,0
3722,25,4,0,1,0,2303,0,0,1,22,6,1,0,0,3,0
3723,25,1,1,3,0,2039,1,0,0,15,3,1,319,3,0,0
3724,12,9,1,1,0,1680,0,0,2,25,4,1,0,0,3,0
3725,10,4,2,2,0,1855,1,0,2,26,4,0,0,0,3,1
3726,23,4,0,2,0,1563,1,0,2,15,4,0,0,0,3,0
3727,14,1,1,1,0,6535,1,0,0,26,4,3,185,1,0,1
3728,14,10,1,0,0,1225,1,0,1,12,4,0,367,3,0,0
3729,61,5,1,1,0,3509,0,0,0,9,10,4,0,0,3,1
3730,26,9,1,2,0,2723,1,1,0,29,3,0,0,0,3,0
3731,15,10,1,1,0,904,0,1,0,20,6,1,0,0,3,0
3732,39,9,0,2,0,1353,0,0,0,25,7,4,0,0,3,0
3733,13,1,2,3,1,933,1,0,0,5,4,0,0,0,3,0
3734,24,10,0,1,0,3544,0,0,0,7,6,1,0,0,3,0
3735,14,6,1,1,0,1526,1,0,2,27,4,5,0,0,3,0
3736,13,1,2,1,0,916,0,0,0,13,6,1,0,0,3,0
3737,14,1,2,1,0,1490,1,0,0,14,4,3,0,0,3,0
3738,19,2,1,0,0,916,0,0,0,24,4,0,0,0,3,0
3739,17,3,1,0,0,1134,1,0,0,8,6,0,0,0,3,0
3740,42,9,1,3,0,1064,1,0,2,18,4,0,0,0,3,0
3741,29,7,1,0,0,1122,0,0,0,10,7,2,0,0,3,0
3742,29,9,0,1,0,3729,1,0,0,17,7,12,0,0,3,0
3743,17,1,1,1,0,1532,0,0,0,8,6,0,0,0,3,0
3744,26,1,2,1,0,952,1,0,2,7,4,0,0,0,3,0
3745,16,2,1,1,0,777,1,1,2,26,4,1,0,0,3,0
3746,29,7,1,1,0,2542,1,0,0,6,4,0,0,0,3,0
3747,41,1,1,0,0,825,1,0,0,12,4,0,366,5,0,0
3748,13,1,1,0,0,1206,1,0,0,14,4,0,288,3,0,0
3749,12,4,2,2,0,5635,1,0,2,26,4,10,0,0,3,0
3750,33,4,1,2,0,1164,1,1,0,16,10,1,123,3,0,0
3751,15,4,2,2,0,6272,0,0,0,15,9,0,54,1,0,0
3752,12,7,1,1,0,1358,1,0,2,7,4,1,0,0,3,0
3753,16,1,1,1,0,489,1,0,2,25,4,0,0,0,3,0
3754,29,4,2,2,0,1227,1,1,0,8,10,2,375,2,0,0
3755,18,4,1,1,0,3489,0,0,2,3,6,0,0,0,3,0
3756,14,7,1,1,0,2083,1,1,1,15,3,2,144,1,0,0
3757,15,7,2,3,0,1439,1,0,2,27,4,0,0,0,3,1
3758,31,1,1,0,0,1334,0,0,0,17,7,6,0,0,3,0
3759,34,2,0,2,0,2005,0,1,0,8,1,3,0,0,3,0
3760,28,11,1,3,0,3369,0,0,2,5,5,1,0,0,3,0
3761,16,0,1,1,0,1557,1,1,2,15,4,0,0,0,3,0
3762,27,1,2,1,0,916,0,0,0,4,7,1,453,1,2,1
3763,26,1,0,1,0,915,0,1,0,14,6,4,0,0,3,0
3764,39,1,1,1,0,1584,0,0,1,16,10,3,0,0,3,0
3765,33,4,0,1,0,4088,1,0,2,28,4,1,0,0,3,0
3766,13,1,2,1,0,2121,1,0,0,15,3,0,325,2,1,0
3767,38,1,1,1,0,1088,1,0,2,11,4,4,0,0,3,0
3768,53,5,1,2,0,4785,0,0,0,4,1,0,180,3,1,0
3769,17,4,2,2,0,1383,1,0,0,13,7,1,0,0,3,0
3770,11,4,1,2,0,910,1,0,2,8,4,0,0,0,3,0
3771,13,7,1,1,0,308,1,1,2,26,4,1,0,0,3,0
3772,14,9,1,1,0,1085,1,0,0,11,4,3,347,1,0,0
3773,14,4,2,2,0,1890,1,0,2,2,5,0,0,0,3,0
3774,15,4,1,2,0,2428,0,0,0,9,7,0,530,2,0,1
3775,34,5,1,1,0,2198,0,0,2,18,5,4,0,0,3,0
3776,13,0,1,1,0,452,1,0,2,11,4,1,0,0,3,0
3777,26,0,1,0,0,1043,1,0,0,27,0,0,0,0,3,0
3778,42,5,0,1,0,2298,0,0,0,29,6,9,0,0,3,0
3779,35,1,1,3,0,3373,0,0,1,21,4,1,0,0,3,1
3780,17,4,2,1,0,1947,1,0,0,21,6,0,0,0,3,0
3781,18,9,2,2,0,1184,0,0,0,28,7,11,0,0,3,0
3782,17,4,2,2,0,2411,1,0,0,21,7,3,0,0,3,0
3783,56,5,1,0,0,5384,0,0,0,11,6,1,156,3,0,0
3784,38,1,1,0,0,1463,0,0,2,8,5,0,0,0,3,0
3785,19,0,1,1,0,430,1,1,2,25,4,0,0,0,3,0
3786,16,4,1,2,0,1104,0,0,0,4,4,0,0,0,3,0
3787,27,4,1,1,0,1588,1,0,1,27,0,2,184,1,1,0
3788,28,9,1,0,0,745,1,0,2,25,4,0,0,0,3,0
3789,13,4,1,2,0,2316,1,0,0,29,0,1,2,1,1,0
3790,8,0,0,1,0,871,1,0,2,3,5,1,0,0,3,0
3791,11,4,2,2,0,916,1,0,2,27,4,6,0,0,3,0
3792,16,4,1,2,0,916,0,0,0,20,7,1,0,0,3,0
3793,28,5,1,0,0,2290,0,1,2,13,4,2,0,0,3,0
3794,20,9,1,1,0,1191,1,0,0,2,3,1,330,1,0,0
3795,16,4,2,2,0,2252,0,0,0,21,7,5,0,0,3,0
3796,31,1,1,1,0,2937,1,0,0,17,10,1,0,0,3,0
3797,28,7,1,1,0,1333,1,0,0,29,0,0,2,1,1,0
3798,23,3,1,1,0,1220,0,0,0,19,7,0,0,0,3,0
3799,7,8,2,2,0,1169,0,0,0,3,4,0,0,0,3,1
3800,34,0,1,1,0,247,1,1,2,27,4,1,0,0,3,0
3801,20,0,1,1,0,962,0,0,0,6,7,1,0,0,3,0
3802,39,11,2,1,0,1232,0,0,2,19,5,6,0,0,3,0
3803,35,4,1,2,0,2667,0,0,0,1,1,2,0,0,3,0
3804,16,4,1,2,0,929,1,0,0,29,6,2,0,0,3,0
3805,14,1,2,1,0,949,1,0,0,17,4,0,365,4,0,0
3806,31,1,1,0,1,565,0,1,0,6,6,0,0,0,3,0
3807,27,4,1,2,0,916,1,0,0,4,4,1,339,1,0,0
3808,37,4,1,2,0,1656,0,0,0,24,7,2,0,0,3,0
3809,20,1,2,1,0,920,1,0,2,1,5,0,0,0,3,0
3810,13,4,2,2,0,3577,1,0,0,14,4,2,0,0,3,1
3811,24,1,1,1,0,1279,0,0,0,7,3,1,0,0,3,0
3812,15,9,2,1,0,1177,1,0,2,13,4,0,0,0,3,0
3813,3,9,2,2,0,977,0,1,0,7,6,0,0,0,3,0
3814,20,1,1,1,0,913,0,1,2,4,5,0,0,0,3,0
3815,18,4,2,2,0,1181,1,0,0,16,3,0,0,0,3,0
3816,52,5,1,0,0,3226,0,0,0,0,5,0,94,6,2,0
3817,49,5,1,2,0,3646,0,0,0,5,7,0,0,0,3,0
3818,23,1,1,0,0,916,1,0,0,7,4,0,365,1,0,0
3819,33,9,1,1,0,1343,0,0,0,12,7,7,0,0,3,0
3820,25,1,1,1,0,1001,1,0,0,19,3,2,276,5,1,0
3821,22,9,0,1,0,5437,1,0,0,17,10,0,0,0,3,0
3822,17,4,1,2,0,1564,0,0,0,29,6,1,0,0,3,0
3823,5,7,2,1,0,877,1,1,2,8,4,1,0,0,3,0
3824,21,1,2,0,0,1123,0,1,2,15,5,2,0,0,3,0
3825,24,4,1,3,0,2249,1,0,2,13,4,1,0,0,3,0
3826,36,4,1,2,0,2327,0,0,0,11,7,1,0,0,3,0
3827,17,4,1,1,0,969,1,0,0,17,10,0,0,0,3,0
3828,35,0,1,1,0,545,1,0,2,22,4,0,0,0,3,0
3829,15,4,0,2,0,916,0,0,0,12,7,1,0,0,3,0
3830,11,0,2,1,0,917,0,0,1,8,6,0,0,0,3,0
3831,26,7,0,1,0,923,1,1,2,6,4,2,0,0,3,0
3832,16,1,2,1,0,1102,0,0,0,1,1,0,0,0,3,0
3833,16,9,1,1,0,916,0,0,0,8,6,0,0,0,3,0
3834,17,4,1,2,0,1278,0,0,0,11,7,7,0,0,3,0
3835,12,9,1,1,0,1371,1,0,0,20,10,0,0,0,3,1
3836,36,4,1,2,0,1119,0,0,0,20,10,0,0,0,3,0
3837,18,4,2,2,0,929,0,1,0,17,10,0,0,0,3,0
3838,14,1,1,1,0,3420,1,0,2,19,4,1,0,0,3,0
3839,19,4,1,2,0,6884,1,0,0,9,6,0,0,0,3,0
3840,40,5,1,2,0,916,0,0,0,20,7,1,0,0,3,0
3841,13,4,2,2,0,480,0,0,0,18,7,3,0,0,3,0
3842,20,10,0,1,0,1174,0,0,2,16,5,1,0,0,3,0
3843,21,4,0,1,0,4738,1,0,0,19,10,3,0,0,3,0
3844,18,6,1,2,0,1223,1,0,0,13,4,0,327,2,1,0
3845,11,4,2,1,0,916,1,1,2,26,4,1,0,0,3,0
3846,17,7,1,1,0,1502,1,1,0,16,3,1,341,2,0,0
3847,40,7,1,1,0,916,0,0,2,19,5,2,0,0,3,0
3848,19,7,1,1,0,2873,1,0,1,4,10,0,0,0,3,1
3849,40,9,1,0,0,4673,0,0,0,14,9,4,243,5,0,1
3850,39,9,0,2,0,1042,0,0,1,3,5,1,0,0,3,1
3851,18,1,1,1,0,863,1,0,0,19,3,4,319,8,1,0
3852,15,7,2,1,0,1322,1,0,0,4,1,0,272,1,0,0
3853,17,1,0,1,0,1202,1,0,0,14,4,0,362,4,1,0
3854,15,4,2,2,0,916,0,0,0,18,7,3,0,0,3,0
3855,23,0,1,2,0,2203,0,0,2,15,5,0,0,0,3,0
3856,23,4,2,2,0,1172,1,0,2,2,5,5,0,0,3,0
3857,37,1,1,1,0,965,1,0,0,6,6,3,0,0,3,1
3858,19,7,1,1,0,1657,1,0,2,1,5,1,0,0,3,0
3859,15,1,1,1,0,3141,1,0,0,19,10,0,0,0,3,0
3860,11,9,2,2,0,916,1,0,0,6,4,1,334,6,0,1
3861,21,2,1,1,0,1596,1,0,0,14,4,0,358,2,0,0
3862,17,1,1,1,0,1519,1,0,0,16,3,1,0,0,3,0
3863,30,4,1,2,0,3108,1,0,2,12,4,1,0,0,3,0
3864,12,4,2,2,0,1728,0,0,0,11,7,3,0,0,3,0
3865,32,0,1,1,0,4279,1,0,0,13,4,7,179,4,2,1
3866,12,0,2,1,0,703,1,1,2,26,4,0,0,0,3,1
3867,14,7,2,1,0,1260,0,1,0,20,10,6,138,9,1,0
3868,13,4,2,2,0,5443,1,0,0,20,6,0,0,0,3,0
3869,43,5,0,1,0,1207,0,0,0,23,6,4,0,0,3,0
3870,11,7,2,1,0,1414,1,0,2,2,5,25,0,0,3,0
3871,32,1,1,0,0,1449,0,0,0,20,7,3,0,0,3,0
3872,7,1,2,1,0,916,1,0,2,7,4,1,0,0,3,0
3873,19,9,1,1,0,4356,1,0,0,27,0,0,0,0,3,0
3874,8,4,2,2,0,1299,0,0,0,5,1,1,0,0,3,0
3875,35,4,0,2,0,1159,1,0,0,6,6,1,0,0,3,0
3876,25,1,1,1,0,1033,1,0,0,13,4,0,367,1,0,0
3877,16,1,2,1,0,1785,0,0,0,30,7,0,0,0,3,0
3878,37,1,1,0,0,4468,0,0,1,20,3,0,0,0,3,0
3879,41,10,0,1,0,6023,0,0,0,14,9,0,0,0,3,0
3880,32,1,1,0,0,943,1,0,0,23,6,0,0,0,3,0
3881,33,1,1,1,0,1244,0,0,2,3,6,0,0,0,3,0
3882,34,4,1,2,0,2459,0,0,2,19,5,3,0,0,3,0
3883,56,4,1,2,0,4865,0,0,1,16,3,4,0,0,3,0
3884,32,1,1,0,0,6407,1,0,0,6,6,3,0,0,3,0
3885,19,6,2,2,0,2981,0,0,2,17,5,0,0,0,3,0
3886,23,4,2,1,0,2202,1,0,1,16,10,3,0,0,3,0
3887,30,0,1,1,0,1208,1,1,0,28,6,5,0,0,3,0
3888,22,4,1,2,0,1021,1,1,0,26,7,8,0,0,3,0
3889,10,0,1,1,0,2508,0,0,2,8,8,0,251,4,2,0
3890,38,4,1,2,0,2306,1,0,0,17,10,0,0,0,3,1
3891,17,1,2,1,0,1058,1,0,0,25,4,1,17,3,0,0
3892,14,4,2,2,0,1993,0,0,0,4,7,0,529,4,0,0
3893,36,9,1,1,0,958,0,1,2,2,6,1,0,0,3,0
3894,22,9,2,2,0,963,1,0,0,4,4,0,362,1,0,0
3895,3,1,1,1,0,1139,1,0,2,26,4,0,0,0,3,0
3896,25,7,0,2,0,3164,0,1,2,25,5,0,0,0,3,0
3897,14,4,2,2,0,3515,1,0,0,18,10,0,96,2,2,0
3898,13,0,2,1,0,6297,0,0,0,24,4,0,108,1,0,0
3899,10,0,2,1,0,918,1,0,0,23,6,0,0,0,3,1
3900,25,1,1,0,0,6159,0,0,2,15,5,0,0,0,3,0
3901,22,2,1,2,0,4265,0,0,0,14,8,2,0,0,3,1
3902,42,1,1,0,0,1409,0,0,0,17,7,3,0,0,3,1
3903,32,7,1,1,0,5447,1,0,2,4,4,1,0,0,3,0
3904,12,7,1,1,0,5912,0,0,0,16,6,0,0,0,3,0
3905,19,1,1,1,0,916,1,0,0,20,10,0,110,5,1,0
3906,20,4,1,1,0,595,1,0,2,8,5,0,0,0,3,0
3907,28,9,1,1,0,1106,1,0,0,11,7,1,0,0,3,0
3908,24,4,2,2,0,1441,0,0,0,12,7,1,0,0,3,0
3909,30,4,1,2,0,1502,1,1,0,5,4,1,0,0,3,0
3910,18,9,1,1,0,939,1,0,0,7,4,1,344,1,0,0
3911,12,9,1,1,0,2015,1,0,0,4,1,0,0,0,3,0
3912,29,1,1,1,0,1937,0,0,0,12,7,2,0,0,3,0
3913,23,4,0,1,0,916,0,0,2,15,5,2,0,0,3,0
3914,17,1,0,0,1,916,1,0,0,9,6,0,0,0,3,0
3915,69,5,1,0,0,3081,0,0,1,11,0,1,0,0,3,1
3916,28,1,1,1,0,2186,1,0,2,16,5,0,0,0,3,0
3917,12,4,1,2,0,916,0,0,0,6,7,0,0,0,3,0
3918,30,1,1,1,0,2544,1,0,2,25,4,4,0,0,3,0
3919,21,7,1,1,0,392,0,0,2,5,5,0,0,0,3,0
3920,17,9,2,1,0,3044,1,0,2,7,4,0,0,0,3,0
3921,16,4,2,2,0,7096,0,0,0,17,10,0,0,0,3,0
3922,20,4,1,2,0,803,1,0,0,16,3,0,320,3,0,0
3923,37,6,0,1,0,2444,0,0,0,1,1,0,213,1,1,0
3924,44,5,1,3,0,1716,0,0,0,16,1,0,0,0,3,1
